# data of a hypothetical catchment, these values may not correspond to real-world data
date,pet,pcp,tmax,tmin,temp,Qobs
1979-01-24,0.1373810547763581,0.0,-13.6171875,-16.34375,-14.703125,0.4071272727272727
1979-01-25,0.1674046905502764,0.25,-14.2734375,-17.15625,-15.6171875,0.37832727272727273
1979-01-26,0.02565263052460659,0.328125,-15.3828125,-23.296875,-18.828125,0.37832727272727273
1979-01-27,0.016438746446473702,0.46875,-15.15625,-23.382812,-18.726562,0.37832727272727273
1979-01-28,0.057212118909103465,0.9765625,-10.859375,-17.273438,-13.859375,0.37832727272727273
1979-01-29,0.19959152697716714,0.0,-14.5,-18.84375,-16.703125,0.34952727272727274
1979-01-30,0.28819140628552303,0.0,-15.859375,-18.882812,-17.617188,0.34952727272727274
1979-01-31,0.2910879127291823,0.0,-14.546875,-19.226562,-17.023438,0.34952727272727274
1979-02-01,0.12323084507338437,0.4375,-13.2265625,-20.1875,-15.453125,0.34952727272727274
1979-02-02,-0.0039888049131544395,0.4375,-11.28125,-18.921875,-14.46875,0.34952727272727274
1979-02-03,0.1589366877151141,0.90625,-12.390625,-15.921875,-13.4765625,0.34952727272727274
1979-02-04,0.09660193515128118,1.90625,-8.828125,-12.828125,-10.53125,0.34952727272727274
1979-02-05,0.340890489470584,1.59375,-7.6875,-8.6171875,-8.28125,0.34952727272727274
1979-02-06,0.26796546847529645,1.96875,-7.859375,-9.890625,-8.703125,0.37832727272727273
1979-02-07,0.11496946991368148,7.8828125,-5.1171875,-10.171875,-6.71875,0.37832727272727273
1979-02-08,0.2493989572575075,3.3828125,-8.8125,-12.8125,-10.59375,0.37832727272727273
1979-02-09,0.2623051151726785,2.828125,-8.25,-12.046875,-10.359375,0.37832727272727273
1979-02-10,0.36165117111814743,0.3828125,-8.28125,-10.359375,-9.328125,0.37832727272727273
1979-02-11,0.12646776760012202,0.0,-7.640625,-15.7734375,-12.671875,0.37832727272727273
1979-02-12,0.21909197927841795,0.0,-13.671875,-18.109375,-16.109375,0.37832727272727273
1979-02-13,0.23410278070300217,0.0,-13.4375,-20.71875,-16.546875,0.34952727272727274
1979-02-14,0.3347073429936539,0.0,-18.359375,-22.453125,-20.328125,0.34952727272727274
1979-02-15,0.40252956456891875,0.0,-13.75,-18.046875,-15.9765625,0.34952727272727274
1979-02-16,0.33337075529315197,0.0,-12.03125,-17.226562,-14.953125,0.32334545454545455
1979-02-17,0.3638565427949866,0.0,-13.34375,-19.046875,-16.359375,0.32334545454545455
1979-02-18,0.5655721987946551,0.0,-8.640625,-15.703125,-12.34375,0.32334545454545455
1979-02-19,0.43880889484245306,0.046875,-9.0,-14.328125,-11.1875,0.29716363636363635
1979-02-20,0.3908555495613767,0.0,-9.15625,-14.671875,-11.28125,0.29716363636363635
1979-02-21,0.6128605644327699,0.0,-4.671875,-9.40625,-7.1875,0.2736
1979-02-22,0.6603551396836213,0.0,-5.3828125,-9.34375,-7.3828125,0.2736
1979-02-23,0.2714894515132769,0.96875,-7.28125,-12.96875,-9.546875,0.2736
1979-02-24,0.28466708501963506,0.2265625,-4.796875,-13.03125,-8.40625,0.2500363636363636
1979-02-25,0.7375832634787448,0.1875,-3.953125,-6.109375,-5.09375,0.2500363636363636
1979-02-26,0.5244117192078916,4.90625,-2.828125,-4.78125,-3.796875,0.2500363636363636
1979-02-27,0.747373097843236,2.28125,-3.703125,-5.796875,-4.75,0.22909090909090907
1979-02-28,0.6911371278887113,4.046875,-1.40625,-3.0234375,-2.046875,0.22909090909090907
1979-03-01,0.5001704792927066,1.1875,-4.140625,-8.84375,-5.390625,0.22909090909090907
1979-03-02,0.30381954799140387,8.109375,-1.703125,-8.78125,-4.859375,0.22909090909090907
1979-03-03,0.3738256602270149,36.46875,0.71875,-5.203125,-1.703125,0.22909090909090907
1979-03-04,0.7018802573948304,16.796875,-3.5234375,-5.59375,-4.4765625,0.22909090909090907
1979-03-05,0.4286006766477145,32.882812,-1.7265625,-4.65625,-2.8125,0.2722909090909091
1979-03-06,0.8571038447015566,15.078125,-0.03125,-3.09375,-1.2734375,0.32072727272727275
1979-03-07,0.7269930662111257,4.3125,-1.859375,-5.03125,-3.453125,0.47258181818181816
1979-03-08,1.2044401078076628,1.9375,-5.03125,-6.328125,-5.640625,0.6021818181818182
1979-03-09,0.5657694549342235,4.828125,-1.671875,-5.171875,-3.203125,0.432
1979-03-10,0.5966026219825575,4.140625,-4.171875,-8.609375,-5.96875,0.3416727272727273
1979-03-11,0.8782301846247227,0.3125,-5.953125,-11.75,-8.1875,0.28407272727272725
1979-03-12,1.145322835166842,0.109375,-5.53125,-7.609375,-6.4375,0.2500363636363636
1979-03-13,0.9814658752398598,0.0,-6.140625,-11.0625,-7.953125,0.2500363636363636
1979-03-14,0.773064219089665,0.0,-10.3125,-16.421875,-12.6171875,0.2736
1979-03-15,0.7408614031222739,0.0,-9.171875,-17.75,-14.6171875,0.2736
1979-03-16,0.7337821747126597,0.0,-11.671875,-17.84375,-15.03125,0.2736
1979-03-17,0.7433984405510643,0.0,-14.921875,-20.226562,-16.890625,0.2736
1979-03-18,0.8027919741989809,0.34375,-11.671875,-20.46875,-15.8125,0.29716363636363635
1979-03-19,0.5117674030159542,7.671875,-7.9765625,-13.203125,-10.390625,0.29716363636363635
1979-03-20,1.1023378790332434,2.8125,-4.5625,-7.96875,-6.34375,0.29716363636363635
1979-03-21,1.1848750666922572,0.1875,-4.203125,-8.1875,-6.390625,0.29716363636363635
1979-03-22,1.026312421055284,0.3125,-4.0,-8.140625,-6.546875,0.29716363636363635
1979-03-23,1.2627455947955701,1.171875,-4.203125,-8.34375,-6.453125,0.32334545454545455
1979-03-24,0.9820694010491844,0.4765625,-4.15625,-9.390625,-6.78125,0.32334545454545455
1979-03-25,0.8524942903684826,4.28125,-4.2734375,-8.3125,-6.078125,0.32334545454545455
1979-03-26,0.9582905725600078,4.53125,-0.90625,-5.25,-2.890625,0.32334545454545455
1979-03-27,1.7775190027133854,1.03125,-1.0625,-3.3125,-1.78125,0.34952727272727274
1979-03-28,1.6835734765215364,0.5,0.46875,-2.78125,-1.359375,0.34952727272727274
1979-03-29,1.7230469241302617,0.109375,-0.5,-6.59375,-2.5234375,0.34952727272727274
1979-03-30,1.5387463033407354,0.0,-2.390625,-8.46875,-5.546875,0.34952727272727274
1979-03-31,1.4684342171427818,0.0,-3.75,-9.34375,-6.4765625,0.34952727272727274
1979-04-01,1.819543748098092,0.25,-1.296875,-6.546875,-3.8828125,0.37832727272727273
1979-04-02,1.8049891124116766,1.0,-0.2265625,-3.3828125,-1.640625,0.37832727272727273
1979-04-03,2.0290382568170373,0.21875,-0.4765625,-3.40625,-1.890625,0.37832727272727273
1979-04-04,1.8198270335454776,0.0,0.2734375,-3.1875,-1.5234375,0.37832727272727273
1979-04-05,1.9598625534004592,0.0,1.2734375,-3.59375,-1.140625,0.37832727272727273
1979-04-06,2.1416023096299317,0.0,-0.921875,-4.25,-2.046875,0.4071272727272727
1979-04-07,2.1592137778122673,0.0,-1.0234375,-5.8125,-3.421875,0.4071272727272727
1979-04-08,2.2232712564045767,0.0,0.078125,-5.71875,-2.96875,0.4071272727272727
1979-04-09,1.911184167201799,0.0,-1.0625,-5.953125,-3.328125,0.4071272727272727
1979-04-10,1.4927142070457182,1.890625,0.703125,-3.8125,-1.671875,0.43854545454545457
1979-04-11,2.654395465916113,0.0,4.453125,-2.40625,1.140625,0.43854545454545457
1979-04-12,2.950034598006626,0.0,6.0,-3.046875,1.2734375,0.43854545454545457
1979-04-13,2.040618424557658,5.21875,1.109375,-1.390625,-0.03125,0.6139636363636364
1979-04-14,1.711100666171045,0.296875,0.4765625,-3.59375,-0.921875,0.7828363636363637
1979-04-15,2.362773604481883,0.0,0.2734375,-5.078125,-2.359375,0.8770909090909091
1979-04-16,1.5697019037095183,0.046875,-0.25,-5.2734375,-2.71875,0.9268363636363637
1979-04-17,2.761769806482557,0.0,0.78125,-5.96875,-2.671875,0.7828363636363637
1979-04-18,2.1580859434603687,0.15625,0.546875,-4.5234375,-1.84375,0.6139636363636364
1979-04-19,1.6804818740302245,5.4765625,2.609375,-1.96875,0.109375,0.5393454545454546
1979-04-20,1.8158133500499087,5.65625,2.796875,0.0,1.71875,0.46996363636363636
1979-04-21,2.778499663606486,1.296875,2.203125,-1.5234375,0.4765625,0.46996363636363636
1979-04-22,2.511683459931651,1.171875,1.671875,-2.8828125,-0.2265625,0.576
1979-04-23,2.7656107938682783,0.078125,1.40625,-1.390625,-0.046875,0.7383272727272726
1979-04-24,2.81609559239624,0.046875,1.4765625,-1.0234375,0.390625,0.7828363636363637
1979-04-25,1.7719221889164476,1.5,2.2734375,-0.421875,1.109375,0.8286545454545454
1979-04-26,2.6912899811615967,0.4765625,2.046875,-2.1875,0.140625,0.8770909090909091
1979-04-27,2.723743705225667,0.109375,2.2734375,-2.859375,-0.109375,1.0852363636363636
1979-04-28,1.4665560692488577,1.921875,0.1875,-3.2734375,-1.40625,1.4517818181818183
1979-04-29,1.6890874909026792,7.109375,-0.296875,-6.390625,-1.8828125,1.3221818181818181
1979-04-30,2.173691166707269,1.75,-2.0,-7.859375,-4.84375,1.0852363636363636
1979-05-01,2.0961715937779255,0.6171875,-2.15625,-6.078125,-3.671875,0.8770909090909091
1979-05-02,3.169527477702653,0.0625,-0.828125,-6.640625,-3.84375,0.7828363636363637
1979-05-03,2.9287542807681373,0.3828125,-1.609375,-5.640625,-3.390625,0.6951272727272727
1979-05-04,2.5119716843960176,0.5234375,-1.3828125,-5.7265625,-3.7734375,0.6532363636363636
1979-05-05,2.6589807800184304,1.859375,-0.546875,-5.109375,-2.7265625,0.6139636363636364
1979-05-06,3.1049005613212906,0.6171875,-0.28125,-4.03125,-1.890625,0.576
1979-05-07,2.8281928778655834,1.796875,-1.296875,-4.3828125,-2.8125,0.6139636363636364
1979-05-08,3.6566042956725804,0.0,-0.28125,-5.203125,-3.0234375,0.6139636363636364
1979-05-09,3.9699141217398255,0.0,0.7734375,-4.859375,-2.0625,0.6532363636363636
1979-05-10,3.4986771083994412,0.0,0.90625,-4.75,-2.1875,0.7383272727272726
1979-05-11,3.3025194534944227,0.0625,4.328125,-5.65625,-0.140625,0.8286545454545454
1979-05-12,1.59471933297844,2.390625,1.59375,-1.1875,0.1875,0.8770909090909091
1979-05-13,1.2937173571297558,4.8125,4.53125,-0.328125,2.609375,1.1415272727272727
1979-05-14,1.4466982762929776,11.359375,4.9765625,1.6171875,4.0625,2.3079272727272726
1979-05-15,2.897922718204863,1.96875,3.71875,-0.609375,2.3125,4.418181818181818
1979-05-16,2.660553645191293,5.328125,3.46875,-0.5234375,1.5625,3.7793454545454543
1979-05-17,1.1149303942286353,8.84375,5.34375,-0.5625,3.5234375,3.658909090909091
1979-05-18,2.6979152071869947,7.0625,2.3125,-1.28125,0.640625,4.553018181818182
1979-05-19,2.830996487621665,4.15625,-0.71875,-4.328125,-1.609375,3.5410909090909093
1979-05-20,3.853430193928679,0.046875,4.671875,-4.9765625,-0.109375,2.5854545454545454
1979-05-21,2.519059545360757,0.8125,4.2734375,2.2734375,3.046875,2.1338181818181816
1979-05-22,2.796289378445171,3.0625,4.921875,2.671875,4.0234375,2.3982545454545456
1979-05-23,4.026638162093348,1.0625,5.78125,2.09375,4.046875,3.0933818181818182
1979-05-24,3.232850427158189,11.71875,7.171875,1.28125,4.296875,5.26909090909091
1979-05-25,0.9535525196562842,11.9765625,4.171875,-0.3828125,1.71875,5.729890909090909
1979-05-26,4.362610134320082,0.1171875,5.578125,-0.28125,2.2265625,4.284654545454545
1979-05-27,3.364456583173477,4.9375,5.09375,1.9375,3.1875,4.026763636363636
1979-05-28,4.207807477311044,0.0,4.7265625,-0.8828125,1.71875,4.690472727272727
1979-05-29,1.3461290339789562,6.6171875,6.078125,0.28125,2.96875,4.831854545454545
1979-05-30,4.61198591755083,0.4375,7.5234375,2.5625,5.25,5.26909090909091
1979-05-31,3.3868259897755726,0.0234375,9.0625,0.28125,5.9375,5.119854545454546
1979-06-01,2.463909271069992,13.03125,8.6875,2.71875,6.171875,7.824436363636364
1979-06-02,5.092199277389026,0.15625,6.6875,1.7265625,4.1171875,9.452945454545455
1979-06-03,4.417080129078826,0.03125,8.6875,2.2265625,5.5625,9.670254545454545
1979-06-04,4.975299843206494,0.0,10.7265625,1.15625,6.859375,11.768727272727272
1979-06-05,4.971062175945672,0.0,12.03125,1.28125,6.453125,15.267927272727272
1979-06-06,5.533003790867741,0.0,13.078125,2.75,7.90625,18.034036363636364
1979-06-07,5.970786814229528,0.0,13.203125,3.890625,8.28125,19.356218181818182
1979-06-08,3.7010239033478776,0.53125,10.140625,3.2734375,6.359375,18.688581818181817
1979-06-09,4.625052504106033,0.03125,4.53125,0.671875,3.3125,15.267927272727272
1979-06-10,4.7004932335711835,0.0,7.75,0.390625,3.59375,11.522618181818181
1979-06-11,5.790159263099151,0.0,9.578125,3.03125,6.25,10.803927272727273
1979-06-12,5.598436307141036,0.0,8.703125,2.203125,5.453125,13.047709090909091
1979-06-13,3.8841233133421027,0.46875,8.421875,1.390625,5.2734375,14.978618181818181
1979-06-14,3.1653548301601964,10.421875,7.671875,2.71875,5.171875,17.07970909090909
1979-06-15,4.495375529317969,0.5234375,8.7265625,2.359375,5.5,16.15810909090909
1979-06-16,1.9259607861415433,4.6171875,4.8125,1.203125,3.2734375,14.978618181818181
1979-06-17,2.1545245050671276,1.546875,3.46875,1.109375,2.421875,13.581818181818182
1979-06-18,1.1635846541425217,1.65625,4.7265625,1.5234375,2.8125,12.784581818181818
1979-06-19,2.4558640100863527,0.203125,6.3828125,3.0234375,4.546875,13.581818181818182
1979-06-20,5.033821654368139,0.0,10.15625,2.390625,6.390625,14.978618181818181
1979-06-21,5.56343122041852,0.0,10.828125,3.5234375,7.828125,23.684072727272728
1979-06-22,2.116490199489604,2.7265625,7.671875,3.6875,6.296875,26.056145454545454
1979-06-23,4.44853473049482,0.1875,11.046875,3.71875,7.0,23.30181818181818
1979-06-24,3.4232572204893073,0.28125,11.859375,5.28125,8.5,24.068945454545453
1979-06-25,2.9643840304238527,17.328125,9.78125,4.859375,7.75,33.5664
1979-06-26,3.2657218265111987,6.1875,6.9765625,2.40625,4.9375,28.57090909090909
1979-06-27,2.947603919489167,3.7734375,5.359375,2.5,3.96875,26.878254545454546
1979-06-28,1.428438049412937,8.171875,4.328125,2.296875,3.359375,23.684072727272728
1979-06-29,2.8365959066238005,3.6171875,3.296875,0.140625,2.0234375,19.69658181818182
1979-06-30,2.7908609053949336,1.40625,4.578125,0.5234375,2.5,16.769454545454547
1979-07-01,2.7943509502658013,1.40625,2.890625,-1.09375,1.4765625,15.561163636363636
1979-07-02,1.4438936106602025,4.140625,1.78125,-0.7265625,0.7734375,13.313454545454546
1979-07-03,3.1430990567428223,1.578125,4.34375,0.46875,2.09375,12.017454545454546
1979-07-04,3.9698097586600714,0.203125,10.15625,1.109375,6.2734375,11.280436363636365
1979-07-05,1.8220332010226452,1.15625,8.1875,4.171875,6.109375,11.522618181818181
1979-07-06,2.5810738380007883,0.15625,9.1875,3.7734375,6.0625,12.784581818181818
1979-07-07,2.2496585432922056,10.75,12.78125,4.90625,8.828125,13.313454545454546
1979-07-08,2.094365697341881,1.578125,11.3828125,5.7734375,8.8125,17.39389090909091
1979-07-09,1.9026675999019886,10.078125,12.3125,6.90625,9.65625,22.9248
1979-07-10,1.3087857522431907,8.578125,6.890625,4.84375,5.96875,25.249745454545454
1979-07-11,3.3473356943449493,0.0,11.1171875,3.28125,7.6875,22.5504
1979-07-12,4.584870236145091,0.0,15.3125,5.9375,10.640625,21.45207272727273
1979-07-13,5.776885232436079,0.0,15.90625,7.59375,12.0,22.9248
1979-07-14,3.2364034049592796,10.7734375,12.578125,5.4765625,9.1171875,22.5504
1979-07-15,1.7757271870060747,3.921875,6.0,3.328125,4.9375,21.09338181818182
1979-07-16,3.1302163935364464,0.0625,11.6875,2.6171875,7.296875,19.356218181818182
1979-07-17,3.6592335274754766,2.703125,13.671875,6.6171875,10.46875,20.040872727272728
1979-07-18,1.2984788412796813,25.273438,8.8828125,6.3828125,7.96875,26.878254545454546
1979-07-19,2.135490792300721,7.953125,9.5625,6.3828125,7.90625,26.464581818181816
1979-07-20,0.6947839159455281,5.53125,7.4765625,5.140625,6.671875,29.00421818181818
1979-07-21,1.5669722839280535,5.3125,6.828125,4.140625,5.640625,26.056145454545454
1979-07-22,1.4677173823279364,0.78125,8.390625,4.6171875,6.28125,23.684072727272728
1979-07-23,2.7317025253107476,0.15625,6.671875,3.5234375,5.3828125,24.459054545454546
1979-07-24,2.432193128641574,0.0,8.15625,2.828125,5.796875,21.45207272727273
1979-07-25,2.230457060637102,1.8125,10.21875,4.9375,7.78125,20.387781818181818
1979-07-26,4.075720153227475,0.7265625,12.546875,7.1875,9.75,23.30181818181818
1979-07-27,3.924148734325195,0.453125,12.6171875,7.9375,10.3125,25.249745454545454
1979-07-28,4.458858967247986,0.0,13.71875,7.46875,10.53125,25.650327272727274
1979-07-29,1.9613766254739198,6.8828125,10.21875,6.9765625,8.09375,24.068945454545453
1979-07-30,2.8844734571588773,3.1171875,13.0625,7.78125,10.5,24.459054545454546
1979-07-31,3.4185609171409257,2.3828125,13.2265625,8.1171875,10.46875,27.295854545454546
1979-08-01,2.2782305770158686,8.4375,11.359375,6.65625,9.453125,29.00421818181818
1979-08-02,3.3969775666263784,1.1171875,10.0,6.78125,8.28125,27.717381818181813
1979-08-03,3.2944597728700273,0.0625,9.84375,5.21875,7.78125,26.878254545454546
1979-08-04,2.3848859881856264,0.671875,9.390625,3.59375,6.203125,23.684072727272728
1979-08-05,4.042315292370579,0.140625,10.6171875,4.328125,7.3125,21.45207272727273
1979-08-06,3.2641065799714006,0.046875,12.421875,3.71875,8.6171875,20.738618181818183
1979-08-07,2.1978385251240855,6.09375,11.0234375,8.171875,9.671875,21.45207272727273
1979-08-08,1.7740183777067606,7.296875,10.140625,8.15625,9.078125,24.851781818181824
1979-08-09,0.9882979179921605,34.34375,11.28125,4.15625,8.296875,35.01687272727273
1979-08-10,1.4045172162605934,1.7734375,8.40625,3.671875,5.890625,29.883927272727274
1979-08-11,1.9177149285608284,0.5,10.53125,5.1171875,7.5,26.056145454545454
1979-08-12,1.8676600435533164,0.1171875,11.46875,6.03125,8.9375,26.056145454545454
1979-08-13,1.6230484268977778,2.859375,10.40625,7.75,9.3828125,24.459054545454546
1979-08-14,0.9445946941776218,6.46875,11.0625,8.09375,9.5625,51.715636363636364
1979-08-15,1.4037728860019518,5.15625,10.609375,3.6171875,8.46875,76.28989090909091
1979-08-16,2.296523339570974,2.9765625,9.703125,2.46875,6.421875,50.47330909090909
1979-08-17,0.8371897256086325,9.34375,8.3828125,4.59375,6.6875,38.552727272727275
1979-08-18,2.2618975002915604,0.328125,16.0,8.609375,12.46875,45.119127272727276
1979-08-19,2.7430291205293185,0.0625,15.2734375,6.28125,10.921875,40.13410909090909
1979-08-20,3.1331447805943524,3.46875,12.828125,7.1875,9.90625,36.005236363636364
1979-08-21,1.1412312846238784,20.28125,10.046875,2.421875,7.71875,35.01687272727273
1979-08-22,2.7316383278069973,1.53125,6.46875,1.34375,3.921875,30.32901818181818
1979-08-23,3.3133426294734214,0.03125,7.90625,0.75,4.6171875,24.851781818181824
1979-08-24,1.798416901032222,0.65625,7.3125,2.546875,5.1171875,22.5504
1979-08-25,3.0476560635305616,0.3125,10.5234375,1.78125,6.296875,20.387781818181818
1979-08-26,2.6017300865320463,0.0,10.7734375,1.65625,5.96875,20.040872727272728
1979-08-27,3.235317993342996,0.0,8.28125,1.71875,4.8125,18.688581818181817
1979-08-28,1.8853144216043913,0.0625,5.46875,1.09375,3.328125,16.15810909090909
1979-08-29,0.1849035947579549,4.453125,8.8125,2.421875,5.5234375,16.769454545454547
1979-08-30,1.6185911514015499,6.890625,7.0625,1.46875,5.359375,25.249745454545454
1979-08-31,2.1518307240643297,0.25,5.34375,-0.640625,2.6875,19.02109090909091
1979-09-01,1.7200129570566747,5.0,8.46875,0.90625,4.53125,14.410472727272726
1979-09-02,1.2643599853278884,1.359375,10.96875,5.28125,8.2265625,14.130327272727273
1979-09-03,1.235661952090069,19.203125,10.78125,5.421875,8.5234375,18.688581818181817
1979-09-04,1.233715890790465,5.078125,5.453125,2.4375,4.296875,17.712
1979-09-05,0.039977023536247255,4.1171875,8.3828125,2.6171875,5.9765625,14.130327272727273
1979-09-06,2.957976697240777,0.09375,15.78125,7.0,11.609375,18.35869090909091
1979-09-07,1.8181101006216747,0.21875,12.390625,9.2734375,10.828125,24.851781818181824
1979-09-08,1.2671594402640671,3.953125,10.4765625,6.046875,8.75,24.851781818181824
1979-09-09,1.5642085378986397,0.9375,6.7734375,3.21875,5.28125,20.738618181818183
1979-09-10,0.6344727131126511,3.5625,5.640625,2.3828125,4.1171875,19.356218181818182
1979-09-11,0.8136316742307776,15.296875,3.1875,-0.859375,1.828125,20.387781818181818
1979-09-12,1.3764764407064891,7.03125,2.40625,-0.5625,1.1875,14.978618181818181
1979-09-13,0.3595442110101711,26.796875,5.03125,-1.171875,2.578125,17.712
1979-09-14,1.6886130607745917,3.09375,-0.71875,-4.1171875,-2.1171875,13.581818181818182
1979-09-15,1.4243643246542963,0.2265625,0.46875,-4.4375,-1.9765625,10.341818181818182
1979-09-16,0.7962915708854099,7.4375,2.75,-2.34375,0.09375,9.238254545454545
1979-09-17,0.9879700785192393,10.09375,4.03125,2.921875,3.4765625,9.670254545454545
1979-09-18,0.9137066282044293,21.273438,4.390625,2.3828125,3.609375,13.047709090909091
1979-09-19,1.2865042069636299,19.96875,2.421875,0.46875,1.3828125,14.130327272727273
1979-09-20,1.5002649453900294,9.0625,3.390625,0.5,1.46875,10.341818181818182
1979-09-21,1.1095570844293925,2.8125,1.15625,-1.21875,0.359375,8.213236363636364
1979-09-22,1.4298118406748002,0.421875,1.203125,-2.3828125,0.25,7.261527272727273
1979-09-23,0.5576834886752249,3.609375,1.34375,-5.359375,-1.53125,6.050618181818182
1979-09-24,1.2857483389891402,0.1875,1.78125,-2.5625,-0.28125,5.26909090909091
1979-09-25,0.2806791331002378,9.078125,4.78125,-2.53125,1.9375,5.5728
1979-09-26,1.315288080296591,8.71875,5.328125,-1.140625,2.3125,18.35869090909091
1979-09-27,0.8538287705047264,10.578125,0.4375,-4.28125,-1.8828125,10.803927272727273
1979-09-28,0.8282063664212371,13.8828125,0.6875,-2.7734375,-0.9375,7.261527272727273
1979-09-29,1.1048313956886193,0.90625,-1.28125,-4.7265625,-3.0,6.215563636363636
1979-09-30,0.9518766651483422,0.0,-3.390625,-10.9375,-6.3828125,4.974545454545455
1979-10-01,0.6458151886325625,0.0,-5.078125,-15.296875,-10.6875,4.284654545454545
1979-10-02,0.7093514705545547,0.0,-6.09375,-13.6171875,-9.96875,3.9024
1979-10-03,0.7756744603759604,0.0,-4.6171875,-14.0625,-9.453125,3.5410909090909093
1979-10-04,0.8718072517851642,0.0,-4.0,-14.21875,-8.296875,3.425890909090909
1979-10-05,0.9061824962970004,0.0,1.53125,-6.859375,-2.9375,3.2020363636363642
1979-10-06,0.8776333855957315,0.0,-1.6875,-10.5234375,-5.203125,3.0933818181818182
1979-10-07,0.8105975071555136,1.3125,2.703125,-0.46875,1.4375,2.9873454545454545
1979-10-08,0.6585814993987584,4.3828125,5.328125,2.25,3.9765625,3.5410909090909093
1979-10-09,0.4540642644730145,7.53125,5.953125,3.4375,5.1875,5.729890909090909
1979-10-10,0.6348330988233541,8.7265625,6.671875,3.84375,5.59375,12.784581818181818
1979-10-11,0.3476401981229723,15.5,6.34375,4.5,5.390625,20.387781818181818
1979-10-12,0.857093722886745,0.0,5.078125,-0.5,2.5625,14.693236363636364
1979-10-13,0.8125074653668658,0.171875,1.6875,-0.40625,0.46875,9.452945454545455
1979-10-14,0.5220455428860304,4.6171875,3.4765625,-1.671875,1.1171875,7.824436363636364
1979-10-15,1.0184175637895203,0.4375,3.40625,1.5234375,2.5,7.261527272727273
1979-10-16,0.7579462500708178,0.0,3.59375,1.0234375,2.2265625,6.9015272727272725
1979-10-17,0.5440406407421094,0.1171875,1.2265625,-0.40625,0.4375,6.050618181818182
1979-10-18,0.7752735562348351,0.921875,0.7265625,-0.9765625,0.03125,4.974545454545455
1979-10-19,0.2012075787125457,12.046875,2.421875,-2.140625,0.3828125,4.553018181818182
1979-10-20,0.332120515211687,16.3125,1.9765625,-2.6875,0.53125,6.050618181818182
1979-10-21,0.39871703940082526,1.4375,-1.8125,-10.828125,-4.9375,5.26909090909091
1979-10-22,0.32106383106308345,0.0,-2.296875,-11.546875,-6.34375,4.026763636363636
1979-10-23,0.8334705275476506,0.0,-3.9375,-8.578125,-5.84375,3.5410909090909093
1979-10-24,0.7890082731746967,0.0,-3.796875,-10.359375,-7.5,3.2020363636363642
1979-10-25,0.48900312490301556,0.0,-1.7265625,-7.109375,-5.296875,3.0933818181818182
1979-10-26,0.8844005701555606,0.0,-3.421875,-8.78125,-5.8125,2.8839272727272727
1979-10-27,0.7863040335765368,0.0,-6.421875,-10.359375,-8.421875,2.7818181818181817
1979-10-28,0.4362534635442783,0.0,-5.6875,-10.328125,-7.65625,2.5854545454545454
1979-10-29,0.3437625993905034,0.0,-2.34375,-7.1171875,-4.5234375,2.3982545454545456
1979-10-30,0.6161840710395703,0.0234375,-4.0,-5.0234375,-4.53125,2.3079272727272726
1979-10-31,0.5467548769749803,1.75,-3.28125,-4.578125,-4.046875,2.220218181818182
1979-11-01,0.5669892308731179,0.46875,-1.7265625,-3.5625,-2.84375,2.1338181818181816
